symbol,model_name,prediction_col,forecast_col,model_role,min_weight,max_weight,role_multiplier,recent_mape,directional_accuracy,observation_count,naive_recent_mape,skill_vs_naive_multiplier,direction_multiplier,price_accuracy_score,raw_score,final_weight,final_weight_pct
CBOE,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.380525,0.573034,90,1.3959763346471772,1.1,1.043820224719101,0.6132994769527039,0.6689822458,0.2,20.0
CBOE,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.996209,0.438202,90,1.3959763346471772,0.75,0.9629213483146066,0.1600971128159368,0.0924965566,0.026936787588733174,2.6937
CBOE,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.370612,0.561798,90,1.3959763346471772,1.1,1.0370786516853931,0.6170509867428116,0.7391196182,0.2552459386681465,25.5246
CBOE,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.352438,0.573034,90,1.3959763346471772,1.1,1.043820224719101,0.6240489250968012,0.8025185035,0.3137089211839836,31.3709
CBRE,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.684385,0.0,90,1.6843854793010087,0.85,0.7,0.5169600427115233,0.2614525416,0.15408256939396345,15.4083
CBRE,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,6.667019,0.483146,90,1.6843854793010087,0.75,0.9898876404494381,0.14457094007571036,0.1019651531,0.07059166934848032,7.0592
CBRE,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.693663,0.47191,90,1.6843854793010087,1.1,0.9831460674157303,0.5144923844487137,0.5285831169,0.2,20.0
CBRE,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.80162,0.505618,90,1.6843854793010087,0.75,1.003370786516854,0.07661883837791596,0.0461262625,0.01836256739196137,1.8363
CBRE,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.807395,0.52809,90,1.6843854793010087,0.95,1.0168539325842696,0.48605145717773346,0.4930077273,0.23626319437298846,23.6263
CBRE,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.753262,0.47191,90,1.6843854793010087,1.1,0.9831460674157303,0.4991857720166341,0.6046317553,0.3206999994926064,32.07
CCI,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.667465,0.0,90,1.6674654467584589,0.85,0.7,0.5215217837122095,0.2637596421,0.14544773475422718,14.5448
CCI,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.2911,0.561798,90,1.6674654467584589,0.75,1.0370786516853931,0.2823981472996763,0.2086692265,0.10551195028881809,10.5512
CCI,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.672791,0.449438,90,1.6674654467584589,1.1,0.9696629213483146,0.5200774366999968,0.5269932979,0.2,20.0
CCI,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,5.124385,0.550562,90,1.6674654467584589,0.75,1.0303370786516854,0.18606779678933566,0.1150275301,0.041625462845523944,4.1625
CCI,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.754952,0.438202,90,1.6674654467584589,0.95,0.9629213483146066,0.49876505863306964,0.4790708439,0.21336324266691184,21.3363
CCI,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.727499,0.41573,90,1.6674654467584589,1.1,0.949438202247191,0.5056893490724053,0.5915088089,0.29405160944451897,29.4052
CCL,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.730649,0.0,90,2.730648956112771,0.85,0.7,0.3354974083577273,0.1696778143,0.1593844017020326,15.9384
CCL,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.486825,0.617978,90,2.730648956112771,0.75,1.0707865168539326,0.1292519782088051,0.0986109088,0.09357045149945731,9.357
CCL,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.749069,0.47191,90,2.730648956112771,1.1,0.9831460674157303,0.33343685869352463,0.3425689075,0.2,20.0
CCL,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.804141,0.550562,90,2.730648956112771,0.75,1.0303370786516854,0.07660404258646757,0.0473567913,0.030529001695166025,3.0529
CCL,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.975638,0.404494,90,2.730648956112771,0.95,0.9426966292134831,0.31001622549579866,0.2915206226,0.2279315161395845,22.7932
CCL,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.894338,0.426966,90,2.730648956112771,0.95,0.9561797752808988,0.3180319742747308,0.3235578692,0.2885846289637596,28.8585
CDNS,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.169196,0.0,90,2.1691963680774022,0.85,0.7,0.4133604089339493,0.2090570268,0.14326276485450376,14.3263
CDNS,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.701865,0.483146,90,2.1691963680774022,0.75,0.9898876404494381,0.1680145577480282,0.1184998181,0.08286414351127641,8.2864
CDNS,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.165929,0.550562,90,2.1691963680774022,1.1,1.0303370786516854,0.4139194041305492,0.4456679526,0.2,20.0
CDNS,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,12.706824,0.460674,90,2.1691963680774022,0.75,0.9764044943820225,0.07717940529263892,0.0452149909,0.020170931971669984,2.0171
CDNS,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.198205,0.483146,90,2.1691963680774022,1.1,0.9898876404494381,0.4084626084403198,0.4670035613,0.24833570621335663,24.8336
CDNS,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.180516,0.494382,90,2.1691963680774022,1.1,0.996629213483146,0.41143518858138833,0.5051795406,0.3053664534491933,30.5366
CDW,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.826251,0.0,90,1.8262508643591058,0.85,0.7,0.4816373672208818,0.2435880985,0.1618883588156704,16.1888
CDW,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,7.930248,0.505618,90,1.8262508643591058,0.75,1.003370786516854,0.12224567812200803,0.0873936413,0.07014289351460115,7.0143
CDW,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.831426,0.449438,90,1.8262508643591058,1.1,0.9696629213483146,0.4804399287988244,0.4868287002,0.2,20.0
CDW,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.590853,0.52809,90,1.8262508643591058,0.75,1.0168539325842696,0.11311125964931334,0.0690105775,0.031698922515781436,3.1699
CDW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.000149,0.47191,90,1.8262508643591058,0.95,0.9831460674157303,0.4444150516461865,0.4358325981,0.24019284365755833,24.0193
CDW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.958471,0.460674,90,1.8262508643591058,0.95,0.9764044943820225,0.4528019287416463,0.4704133799,0.2960769814963886,29.6077
CE,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.781577,0.0,90,2.7815774089068857,0.85,0.7,0.3298612785086613,0.1668273416,0.1603948168330105,16.0395
CE,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.793617,0.516854,90,2.7815774089068857,0.75,1.0101123595505617,0.11057522849815903,0.079581551,0.08266157612777922,8.2662
CE,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.774106,0.539326,90,2.7815774089068857,1.1,1.0235955056179775,0.3306762510929544,0.353710267,0.2,20.0
CE,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,18.874792,0.52809,90,2.7815774089068857,0.75,1.0168539325842696,0.05228814987160512,0.0319016465,0.021110307144834244,2.111
CE,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,3.019006,0.460674,90,2.7815774089068857,0.95,0.9764044943820225,0.3059033959221652,0.297938737,0.23715528630877664,23.7155
CE,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.93716,0.483146,90,2.7815774089068857,0.95,0.9898876404494381,0.3137589598799349,0.3304636279,0.2986780135855994,29.8678
CEG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.496043,0.0,90,2.496042700870743,0.85,0.7,0.3641603969533722,0.1841741208,0.15544503946713734,15.5445
CEG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.440959,0.52809,90,2.496042700870743,0.75,1.0168539325842696,0.1150621047383418,0.0833634645,0.07772800743593743,7.7728
CEG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.523773,0.460674,90,2.496042700870743,1.1,0.9764044943820225,0.3605197832883277,0.3678537279,0.2,20.0
CEG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,18.649607,0.47191,90,2.496042700870743,0.75,0.9831460674157303,0.05291115245927648,0.0312116349,0.01786956852538815,1.787
CEG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.68248,0.483146,90,2.496042700870743,0.95,0.9898876404494381,0.3410083174365993,0.3367160189,0.23277971171151374,23.278
CEG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.605676,0.426966,90,2.496042700870743,1.1,0.9561797752808988,0.3501797507702381,0.4125164679,0.31617767286002335,31.6178
CF,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.708294,0.0,90,2.708294141451645,0.85,0.7,0.33803264725707655,0.1709600114,0.1427965583242689,14.2797
CF,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,8.211994,0.47191,90,2.708294141451645,0.75,0.9831460674157303,0.11817545123754973,0.0827809077,0.07493321725798449,7.4933
CF,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.701294,0.606742,90,2.708294141451645,1.1,1.0640449438202246,0.3388344188988162,0.3767591275,0.2,20.0
CF,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,14.002918,0.393258,90,2.708294141451645,0.75,0.9359550561797753,0.07016107194095805,0.039400566,0.02138650374218188,2.1387
CF,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.81013,0.539326,90,2.708294141451645,1.1,1.0235955056179775,0.32678350001382106,0.3863407108,0.249704526934249,24.9705
CF,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.749929,0.561798,90,2.708294141451645,1.1,1.0370786516853931,0.3333412128928215,0.4259037005,0.3111791937413158,31.1179
CFG,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.328735,0.0,90,1.3287346384133956,0.85,0.7,0.6334186732008268,0.320351494,0.15100276645788227,15.1003
CFG,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.269889,0.460674,90,1.3287346384133956,0.75,0.9764044943820225,0.18116307738525428,0.1260330156,0.06973661269630463,6.9737
CFG,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.324151,0.550562,90,1.3287346384133956,1.1,1.0303370786516854,0.6352630193179135,0.6839891205,0.2,20.0
CFG,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,6.43924,0.550562,90,1.3287346384133956,0.75,1.0303370786516854,0.1494938228393295,0.0924174172,0.0291380405080719,2.9138
CFG,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.396289,0.505618,90,1.3287346384133956,0.95,1.003370786516854,0.6074266043322388,0.6079504245,0.23167906470191854,23.1679
CFG,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.373549,0.494382,90,1.3287346384133956,1.1,0.996629213483146,0.6159347116680034,0.7562737056,0.31844351563582274,31.8444
CHD,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.102412,0.011236,90,1.1024116116453968,0.85,0.7067415730337078,0.7394198566391788,0.3775631488,0.14813506109724894,14.8135
CHD,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,4.654045,0.483146,90,1.1024116116453968,0.75,0.9898876404494381,0.2039133016121906,0.1438190206,0.06738100082125392,6.7381
CHD,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.103881,0.404494,90,1.1024116116453968,1.1,0.9426966292134831,0.7386173823069887,0.7276252618,0.2,20.0
CHD,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,8.900214,0.52809,90,1.1024116116453968,0.75,1.0168539325842696,0.10928705648328098,0.0666773839,0.01733058208726295,1.7331
CHD,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,1.147975,0.52809,90,1.1024116116453968,1.1,1.0168539325842696,0.7153202692389229,0.8401195443,0.2583613074504624,25.8361
CHD,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,1.135448,0.483146,90,1.1024116116453968,1.1,0.9898876404494381,0.7217881029380949,0.8802505985,0.30879204854377185,30.8792
CHRW,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.010157,0.0,90,2.0101566852272144,0.85,0.7,0.44244720135386084,0.2237676721,0.161057763834146,16.1058
CHRW,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,5.829832,0.58427,90,2.0101566852272144,0.75,1.050561797752809,0.16447822880467106,0.1231161124,0.09110355445756274,9.1104
CHRW,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.013136,0.516854,90,2.0101566852272144,1.1,1.0101123595505617,0.4418647327079249,0.466418014,0.2,20.0
CHRW,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,10.271493,0.483146,90,2.0101566852272144,0.75,0.9898876404494381,0.09504354917769599,0.0564494608,0.02801633866771308,2.8016
CHRW,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.227185,0.438202,90,2.0101566852272144,0.95,0.9629213483146066,0.40368405682686775,0.3877442063,0.232440686763971,23.2441
CHRW,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.167629,0.41573,90,2.0101566852272144,0.95,0.949438202247191,0.413628473862755,0.4178484138,0.2873816562766072,28.7382
CHTR,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,2.628186,0.0,90,2.6281861215078033,0.85,0.7,0.34744104716762625,0.1757183096,0.15466540429243342,15.4665
CHTR,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,12.27802,0.550562,90,2.6281861215078033,0.75,1.0303370786516854,0.07982107551534191,0.0585978623,0.06490341423500104,6.4903
CHTR,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,2.631874,0.47191,90,2.6281861215078033,1.1,0.9831460674157303,0.3469964586482342,0.3564998729,0.2,20.0
CHTR,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,16.011448,0.505618,90,2.6281861215078033,0.75,1.003370786516854,0.06149513868327139,0.0370214554,0.022051575647998756,2.2052
CHTR,recent_momentum_10d,predicted_recent_momentum_10d,forecast_recent_momentum_10d,short-term momentum model,0.04,0.5,1.05,2.765725,0.494382,90,2.6281861215078033,0.95,0.996629213483146,0.3315951833050597,0.3296512531,0.23635450489123175,23.6355
CHTR,adaptive_blended_momentum,predicted_adaptive_blended_momentum,forecast_adaptive_blended_momentum,main directional model,0.08,0.7,1.12,2.730949,0.47191,90,2.6281861215078033,1.1,0.9831460674157303,0.33546368793552805,0.4063256804,0.32202510093333503,32.2025
CI,naive,predicted_naive,forecast_naive,stability anchor,0.05,0.25,0.85,1.428799,0.0,90,1.4287986653317388,0.85,0.7,0.5956640427769193,0.3012570896,0.1404465845074128,14.0447
CI,moving_average_30d,predicted_moving_average_30d,forecast_moving_average_30d,smoothing baseline,0.03,0.2,0.95,3.037125,0.516854,90,1.4287986653317388,0.75,1.0101123595505617,0.3042171787311341,0.2189466417,0.09573447269250067,9.5734
CI,drift,predicted_drift,forecast_drift,long-term baseline,0.03,0.2,0.95,1.428772,0.539326,90,1.4287986653317388,1.1,1.0235955056179775,0.5956733430180994,0.6371663418,0.2,20.0
CI,recent_linear_trend_252d,predicted_recent_linear_trend_252d,forecast_recent_linear_trend_252d,aggressive trend baseline,0.0,0.15,0.8,4.27713,0.505618,90,1.4287986653317388,0.75,1.003370786516854,0.2208905068872149,0.132981049,0.039924974707958374,3.9925
